symbol,side,entry_price,exit_price,entry_time,exit_time,size,pnl,exit_reason,stop_loss,take_profit,mfe,mae,mfe_price,mae_price,mfe_time,mae_time
BTCUSDT,long,29569.726025633045,29578.818641856953,2025-09-20T00:31:40.927970,2025-09-20T01:31:40.927970,1.0,3.114522403024574,Stop loss,30161.120546145707,30752.51506665837,0.0003075,0.0,29578.818641856953,,2025-09-20T01:31:40.927970,
BTCUSDT,long,29582.262332558465,29514.716270736997,2025-09-20T02:31:40.927970,2025-09-20T03:31:40.927970,1.0,-23.134071410810606,Stop loss,30173.907579209634,30765.552825860803,0.0,-0.00228333,,29514.716270736997,,2025-09-20T03:31:40.927970
BTCUSDT,long,29535.843813855226,29568.988885992403,2025-09-20T04:31:40.927970,2025-09-20T05:31:40.927970,1.0,11.34384378045048,Stop loss,30126.56069013233,30717.277566409437,0.0011222,0.0,29568.988885992403,,2025-09-20T05:31:40.927970,
BTCUSDT,long,29633.10776529869,29695.628486162055,2025-09-20T06:31:40.927970,2025-09-20T07:31:40.927970,1.0,21.351309647567707,Stop loss,30225.769920604664,30818.432075910638,0.00210983,0.0,29695.628486162055,,2025-09-20T07:31:40.927970,
BTCUSDT,long,29613.919590243564,29558.42629886731,2025-09-20T08:31:40.927970,2025-09-20T09:31:40.927970,1.0,-19.003677632992755,Stop loss,30206.197982048438,30798.476373853307,0.0,-0.00187389,,29558.42629886731,,2025-09-20T09:31:40.927970
BTCUSDT,long,29588.889249641965,29619.309587706666,2025-09-20T10:31:40.927970,2025-09-20T11:31:40.927970,1.0,10.406719592802837,Stop loss,30180.667034634804,30772.444819627646,0.0010281,0.0,29619.309587706666,,2025-09-20T11:31:40.927970,
BTCUSDT,long,29649.83602132264,29879.18421742571,2025-09-20T12:31:40.927970,2025-09-20T13:31:40.927970,1.0,78.37865029237294,Stop loss,30242.832741749095,30835.82946217555,0.00773523,0.0,29879.18421742571,,2025-09-20T13:31:40.927970,
BTCUSDT,long,29913.319186521232,29981.333466869964,2025-09-20T14:31:40.927970,2025-09-20T15:31:40.927970,1.0,23.217031461293026,Stop loss,30511.585570251656,31109.85195398208,0.00227371,0.0,29981.333466869964,,2025-09-20T15:31:40.927970,
BTCUSDT,long,30038.592564778013,30077.75182003221,2025-09-20T16:31:40.927970,2025-09-20T17:31:40.927970,1.0,13.341736864196333,Stop loss,30639.364416073575,31240.136267369136,0.00130363,0.0,30077.75182003221,,2025-09-20T17:31:40.927970,
BTCUSDT,long,30058.792617720184,30104.454661842665,2025-09-20T18:31:40.927970,2025-09-20T19:31:40.927970,1.0,15.567079238505402,Stop loss,30659.96847007459,31261.144322428994,0.00151909,0.0,30104.454661842665,,2025-09-20T19:31:40.927970,
BTCUSDT,long,30057.959640358986,30043.726443064064,2025-09-20T20:31:40.927970,2025-09-20T21:31:40.927970,1.0,-4.85987975080966,Stop loss,30659.118833166165,31260.278025973344,0.0,-0.00047353,,30043.726443064064,,2025-09-20T21:31:40.927970
BTCUSDT,long,30014.576334440422,30019.491572073144,2025-09-20T22:31:40.927970,2025-09-20T23:31:40.927970,1.0,1.6799221434923983,Stop loss,30614.86786112923,31215.15938781804,0.00016376,0.0,30019.491572073144,,2025-09-20T23:31:40.927970,
BTCUSDT,long,30158.783483198713,30046.364636356364,2025-09-21T00:31:40.927970,2025-09-21T01:31:40.927970,1.0,-38.244877551672666,Stop loss,30761.959152862688,31365.134822526663,0.0,-0.00372757,,30046.364636356364,,2025-09-21T01:31:40.927970
BTCUSDT,long,30087.632197993527,29990.742932902856,2025-09-21T02:31:40.927970,2025-09-21T03:31:40.927970,1.0,-32.91650619955294,Stop loss,30689.384841953397,31291.13748591327,0.0,-0.00322024,,29990.742932902856,,2025-09-21T03:31:40.927970
BTCUSDT,long,29962.449113221028,30027.775478280528,2025-09-21T04:31:40.927970,2025-09-21T05:31:40.927970,1.0,22.214496741191127,Stop loss,30561.698095485448,31160.94707774987,0.00218027,0.0,30027.775478280528,,2025-09-21T05:31:40.927970,
BTCUSDT,long,30031.63609839822,29966.97293586467,2025-09-21T06:31:40.927970,2025-09-21T07:31:40.927970,1.0,-21.986145297322185,Stop loss,30632.268820366186,31232.901542334148,0.0,-0.00215317,,29966.97293586467,,2025-09-21T07:31:40.927970
BTCUSDT,long,29924.132613220278,29964.833013180134,2025-09-21T08:31:40.927970,2025-09-21T09:31:40.927970,1.0,13.85836943286913,Stop loss,30522.615265484685,31121.097917749088,0.00136012,0.0,29964.833013180134,,2025-09-21T09:31:40.927970,
BTCUSDT,long,29921.094337910716,29934.05049793876,2025-09-21T10:31:40.927970,2025-09-21T11:31:40.927970,1.0,4.417984108634811,Stop loss,30519.51622466893,31117.938111427145,0.00043301,0.0,29934.05049793876,,2025-09-21T11:31:40.927970,
BTCUSDT,long,29936.778921790094,29897.790700942987,2025-09-21T12:31:40.927970,2025-09-21T13:31:40.927970,1.0,-13.293571631594101,Stop loss,30535.514500225898,31134.2500786617,0.0,-0.00130235,,29897.790700942987,,2025-09-21T13:31:40.927970
BTCUSDT,long,30026.264327687237,30064.356910450453,2025-09-21T14:31:40.927970,2025-09-21T15:31:40.927970,1.0,12.932618791249961,Stop loss,30626.78961424098,31227.31490079473,0.00126864,0.0,30064.356910450453,,2025-09-21T15:31:40.927970,
BTCUSDT,long,29942.83395884539,29954.001982218215,2025-09-21T16:31:40.927970,2025-09-21T17:31:40.927970,1.0,3.806986941691889,Stop loss,30541.690638022297,31140.547317199205,0.00037298,0.0,29954.001982218215,,2025-09-21T17:31:40.927970,
BTCUSDT,long,29914.381901880184,29965.425433370456,2025-09-21T18:31:40.927970,2025-09-21T19:31:40.927970,1.0,17.422906547307267,Stop loss,30512.669539917788,31110.95717795539,0.00170632,0.0,29965.425433370456,,2025-09-21T19:31:40.927970,
BTCUSDT,long,29917.96661322196,29911.102038818666,2025-09-21T20:31:40.927970,2025-09-21T21:31:40.927970,1.0,-2.346831369754482,Stop loss,30516.325945486402,31114.68527775084,0.0,-0.00022945,,29911.102038818666,,2025-09-21T21:31:40.927970
BTCUSDT,long,29941.32675140459,29993.215379600657,2025-09-21T22:31:40.927970,2025-09-21T23:31:40.927970,1.0,17.72155516466969,Stop loss,30540.153286432684,31138.979821460776,0.00173301,0.0,29993.215379600657,,2025-09-21T23:31:40.927970,
BTCUSDT,long,29921.300236312705,29901.28950685875,2025-09-22T00:31:40.927970,2025-09-22T01:31:40.927970,1.0,-6.850702786108522,Stop loss,30519.72624103896,31118.152245765214,0.0,-0.00066878,,29901.28950685875,,2025-09-22T01:31:40.927970
BTCUSDT,long,29872.900037940635,29833.89185096649,2025-09-22T02:31:40.927970,2025-09-22T03:31:40.927970,1.0,-13.367201779968749,Stop loss,30470.358038699447,31067.816039458263,0.0,-0.00130581,,29833.89185096649,,2025-09-22T03:31:40.927970
BTCUSDT,long,29939.418786049813,29963.678443531433,2025-09-22T04:31:40.927970,2025-09-22T05:31:40.927970,1.0,8.28392100828975,Stop loss,30538.20716177081,31136.995537491806,0.00081029,0.0,29963.678443531433,,2025-09-22T05:31:40.927970,
BTCUSDT,long,29888.212194981505,29943.12909096717,2025-09-22T06:31:40.927970,2025-09-22T07:31:40.927970,1.0,18.799766539392706,Stop loss,30485.976438881135,31083.740682780764,0.00183741,0.0,29943.12909096717,,2025-09-22T07:31:40.927970,
BTCUSDT,long,30070.487167427425,30132.644787661084,2025-09-22T08:31:40.927970,2025-09-22T09:31:40.927970,1.0,21.188371129996664,Stop loss,30671.896910775973,31273.306654124524,0.00206706,0.0,30132.644787661084,,2025-09-22T09:31:40.927970,
BTCUSDT,long,30041.218497402395,30012.138617970035,2025-09-22T10:31:40.927970,2025-09-22T11:31:40.927970,1.0,-9.942955647374937,Stop loss,30642.042867350443,31242.86723729849,0.0,-0.000968,,30012.138617970035,,2025-09-22T11:31:40.927970
BTCUSDT,long,30088.28046824364,30045.725475495714,2025-09-22T12:31:40.927970,2025-09-22T13:31:40.927970,1.0,-14.513528042413297,Stop loss,30690.046077608513,31291.811686973386,0.0,-0.00141434,,30045.725475495714,,2025-09-22T13:31:40.927970
BTCUSDT,long,30072.40706895093,30119.03339913631,2025-09-22T14:31:40.927970,2025-09-22T15:31:40.927970,1.0,15.887962778509653,Stop loss,30673.85521032995,31275.30335170897,0.00155047,0.0,30119.03339913631,,2025-09-22T15:31:40.927970,
BTCUSDT,long,30063.24862405667,30059.669785935068,2025-09-22T16:31:40.927970,2025-09-22T17:31:40.927970,1.0,-1.221755084967692,Stop loss,30664.513596537803,31265.778569018938,0.0,-0.00011904,,30059.669785935068,,2025-09-22T17:31:40.927970
BTCUSDT,long,29865.43717408549,29804.312241603435,2025-09-22T18:31:40.927970,2025-09-22T19:31:40.927970,1.0,-21.00273350978959,Stop loss,30462.7459175672,31060.05466104891,0.0,-0.00204668,,29804.312241603435,,2025-09-22T19:31:40.927970
BTCUSDT,long,29789.26080334461,29715.012410507312,2025-09-22T20:31:40.927970,2025-09-22T21:31:40.927970,1.0,-25.524889160238978,Stop loss,30385.0460194115,30980.831235478396,0.0,-0.00249246,,29715.012410507312,,2025-09-22T21:31:40.927970
BTCUSDT,long,29812.185194454774,29727.035749024133,2025-09-22T22:31:40.927970,2025-09-22T23:31:40.927970,1.0,-29.177006811189493,Stop loss,30408.42889834387,31004.672602232968,0.0,-0.0028562,,29727.035749024133,,2025-09-22T23:31:40.927970
BTCUSDT,long,29700.884821908978,29708.652059012835,2025-09-23T00:31:40.927970,2025-09-23T01:31:40.927970,1.0,2.663837285782247,Stop loss,30294.902518347157,30888.92021478534,0.00026152,0.0,29708.652059012835,,2025-09-23T01:31:40.927970,
BTCUSDT,long,29794.412176731137,29708.97357597804,2025-09-23T02:31:40.927970,2025-09-23T03:31:40.927970,1.0,-29.217522280344408,Stop loss,30390.30042026576,30986.188663800385,0.0,-0.0028676,,29708.97357597804,,2025-09-23T03:31:40.927970
BTCUSDT,long,29778.166830212875,29778.77628004584,2025-09-23T04:31:40.927970,2025-09-23T05:31:40.927970,1.0,0.2079298823521604,Stop loss,30373.73016681713,30969.29350342139,2.047e-05,0.0,29778.77628004584,,2025-09-23T05:31:40.927970,
BTCUSDT,long,29720.377364766468,29747.85784090726,2025-09-23T06:31:40.927970,2025-09-23T07:31:40.927970,1.0,9.394111840726847,Stop loss,30314.784912061798,30909.192459357128,0.00092463,0.0,29747.85784090726,,2025-09-23T07:31:40.927970,
BTCUSDT,long,29759.70339777529,29724.00027919993,2025-09-23T08:31:40.927970,2025-09-23T09:31:40.927970,1.0,-12.20013746987429,Stop loss,30354.897465730795,30950.091533686304,0.0,-0.00119971,,29724.00027919993,,2025-09-23T09:31:40.927970
BTCUSDT,long,29728.15016325121,29705.249667322092,2025-09-23T10:31:40.927970,2025-09-23T11:31:40.927970,1.0,-7.824252010344066,Stop loss,30322.713166516238,30917.27616978126,0.0,-0.00077033,,29705.249667322092,,2025-09-23T11:31:40.927970
BTCUSDT,long,29711.9945551194,29751.367065104427,2025-09-23T12:31:40.927970,2025-09-23T13:31:40.927970,1.0,13.449075901588385,Stop loss,30306.234446221788,30900.474337324176,0.00132514,0.0,29751.367065104427,,2025-09-23T13:31:40.927970,
BTCUSDT,long,29845.889236539726,29772.09321154647,2025-09-23T14:31:40.927970,2025-09-23T15:31:40.927970,1.0,-25.127814385737373,Stop loss,30442.80702127052,31039.724806001315,0.0,-0.00247257,,29772.09321154647,,2025-09-23T15:31:40.927970
BTCUSDT,long,29899.37425012123,29782.869418394006,2025-09-23T16:31:40.927970,2025-09-23T17:31:40.927970,1.0,-39.50144235799748,Stop loss,30497.361735123653,31095.349220126078,0.0,-0.00389656,,29782.869418394006,,2025-09-23T17:31:40.927970
BTCUSDT,long,29773.82959924303,29808.88313030664,2025-09-23T18:31:40.927970,2025-09-23T19:31:40.927970,1.0,11.88865236793893,Stop loss,30369.30619122789,30964.78278321275,0.00117733,0.0,29808.88313030664,,2025-09-23T19:31:40.927970,
BTCUSDT,long,29825.639945886287,29788.518243005597,2025-09-23T20:31:40.927970,2025-09-23T21:31:40.927970,1.0,-12.58301399435128,Stop loss,30422.152744804014,31018.665543721738,0.0,-0.00124462,,29788.518243005597,,2025-09-23T21:31:40.927970
BTCUSDT,long,29776.121516316154,29746.77667425202,2025-09-23T22:31:40.927970,2025-09-23T23:31:40.927970,1.0,-9.95105985260884,Stop loss,30371.643946642478,30967.166376968802,0.0,-0.00098552,,29746.77667425202,,2025-09-23T23:31:40.927970
BTCUSDT,long,29711.733927660236,29762.263148136324,2025-09-24T00:31:40.927970,2025-09-24T01:31:40.927970,1.0,17.15505346921054,Stop loss,30305.968606213442,30900.203284766645,0.00170065,0.0,29762.263148136324,,2025-09-24T01:31:40.927970,
BTCUSDT,long,29783.521914624464,29742.275924737085,2025-09-24T02:31:40.927970,2025-09-24T03:31:40.927970,1.0,-13.993331058158663,Stop loss,30379.192352916954,30974.86279120944,0.0,-0.00138486,,29742.275924737085,,2025-09-24T03:31:40.927970
BTCUSDT,long,29795.836388709322,29814.15450977527,2025-09-24T04:31:40.927970,2025-09-24T05:31:40.927970,1.0,6.2035304801225735,Stop loss,30391.75311648351,30987.669844257696,0.00061479,0.0,29814.15450977527,,2025-09-24T05:31:40.927970,
BTCUSDT,long,29862.66352384362,29900.291999347235,2025-09-24T06:31:40.927970,2025-09-24T07:31:40.927970,1.0,12.72238622896146,Stop loss,30459.916794320496,31057.170064797367,0.00126005,0.0,29900.291999347235,,2025-09-24T07:31:40.927970,
BTCUSDT,long,29850.75868777723,29817.33375718112,2025-09-24T08:31:40.927970,2025-09-24T09:31:40.927970,1.0,-11.31989823103559,Stop loss,30447.773861532776,31044.78903528832,0.0,-0.00111973,,29817.33375718112,,2025-09-24T09:31:40.927970
BTCUSDT,long,29861.93168230063,29898.40761192832,2025-09-24T10:31:40.927970,2025-09-24T11:31:40.927970,1.0,12.334719746619253,Stop loss,30459.170315946645,31056.408949592656,0.00122149,0.0,29898.40761192832,,2025-09-24T11:31:40.927970,
BTCUSDT,long,29897.15778929963,29904.17412305909,2025-09-24T12:31:40.927970,2025-09-24T13:31:40.927970,1.0,2.37274633894583,Stop loss,30495.10094508562,31093.044100871615,0.00023468,0.0,29904.17412305909,,2025-09-24T13:31:40.927970,
BTCUSDT,long,29980.686866100277,29945.23640857678,2025-09-24T14:31:40.927970,2025-09-24T15:31:40.927970,1.0,-11.95785137195146,Stop loss,30580.30060342228,31179.91434074429,0.0,-0.00118244,,29945.23640857678,,2025-09-24T15:31:40.927970
BTCUSDT,long,29978.02026210158,29965.90004202317,2025-09-24T16:31:40.927970,2025-09-24T17:31:40.927970,1.0,-4.083820168476441,Stop loss,30577.580667343613,31177.141072585644,0.0,-0.0004043,,29965.90004202317,,2025-09-24T17:31:40.927970
BTCUSDT,long,29952.856855131937,30018.75224446827,2025-09-24T18:31:40.927970,2025-09-24T19:31:40.927970,1.0,22.21264151244866,Stop loss,30551.913992234575,31150.971129337217,0.00219997,0.0,30018.75224446827,,2025-09-24T19:31:40.927970,
BTCUSDT,long,30068.349109025094,30117.31071243802,2025-09-24T20:31:40.927970,2025-09-24T21:31:40.927970,1.0,16.477217088144908,Stop loss,30669.716091205595,31271.083073386097,0.00162834,0.0,30117.31071243802,,2025-09-24T21:31:40.927970,
BTCUSDT,long,30196.04847992167,30197.316972605116,2025-09-24T22:31:40.927970,2025-09-24T23:31:40.927970,1.0,0.42577707476532695,Stop loss,30799.969449520104,31403.890419118536,4.201e-05,0.0,30197.316972605116,,2025-09-24T23:31:40.927970,
BTCUSDT,long,30238.53137256778,30219.7731711098,2025-09-25T00:31:40.927970,2025-09-25T01:31:40.927970,1.0,-6.28771960097255,Stop loss,30843.302000019135,31448.072627470494,0.0,-0.00062034,,30219.7731711098,,2025-09-25T01:31:40.927970
BTCUSDT,long,30239.371990985062,30231.502126771524,2025-09-25T02:31:40.927970,2025-09-25T03:31:40.927970,1.0,-2.63625637083323,Stop loss,30844.159430804764,31448.946870624466,0.0,-0.00026025,,30231.502126771524,,2025-09-25T03:31:40.927970
BTCUSDT,long,30237.36736310132,30273.38075570655,2025-09-25T04:31:40.927970,2025-09-25T05:31:40.927970,1.0,12.061468559537849,Stop loss,30842.114710363345,31446.862057625374,0.00119102,0.0,30273.38075570655,,2025-09-25T05:31:40.927970,
BTCUSDT,long,30223.880656186877,30350.625797755103,2025-09-25T06:31:40.927970,2025-09-25T07:31:40.927970,1.0,42.518523208728695,Stop loss,30828.358269310615,31432.835882434352,0.00419354,0.0,30350.625797755103,,2025-09-25T07:31:40.927970,
BTCUSDT,long,30289.62067636422,30216.15528828227,2025-09-25T08:31:40.927970,2025-09-25T09:31:40.927970,1.0,-24.694682323029923,Stop loss,30895.413089891503,31501.205503418787,0.0,-0.00242543,,30216.15528828227,,2025-09-25T09:31:40.927970
BTCUSDT,long,30286.223719958594,30334.21464948157,2025-09-25T10:31:40.927970,2025-09-25T11:31:40.927970,1.0,16.094367210411985,Stop loss,30891.948194357767,31497.67266875694,0.00158458,0.0,30334.21464948157,,2025-09-25T11:31:40.927970,
BTCUSDT,long,30372.10266021537,30410.295001802268,2025-09-25T12:31:40.927970,2025-09-25T13:31:40.927970,1.0,12.792308567436349,Stop loss,30979.544713419677,31586.986766623984,0.00125748,0.0,30410.295001802268,,2025-09-25T13:31:40.927970,
BTCUSDT,long,30409.550154974084,30355.02888542965,2025-09-25T14:31:40.927970,2025-09-25T15:31:40.927970,1.0,-18.262037828123557,Stop loss,31017.741158073564,31625.93216117305,0.0,-0.0017929,,30355.02888542965,,2025-09-25T15:31:40.927970
BTCUSDT,long,30359.6313334146,30318.542403715754,2025-09-25T16:31:40.927970,2025-09-25T17:31:40.927970,1.0,-13.760755037485092,Stop loss,30966.823960082893,31574.016586751186,0.0,-0.00135341,,30318.542403715754,,2025-09-25T17:31:40.927970
