symbol,side,size,entry_price,entry_time,exit_price,exit_time,pnl,pnl_percent,exit_reason
BTCUSDT,PositionSide.LONG,0.2,30206.08271261111,2025-10-11T19:59:45.613157,30243.69486884013,2025-10-11T20:59:46.622570,2.492148464727254,0.0002490369677317857,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30243.69486884013,2025-10-11T19:59:46.647751,30239.634313308758,2025-10-11T20:59:47.664006,-0.26878116699343646,-2.6852245064525388e-05,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30239.634313308758,2025-10-11T19:59:47.691296,30238.424346801312,2025-10-11T20:59:48.704506,-0.08010015950111654,-8.00252076403665e-06,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30238.424346801312,2025-10-11T19:59:48.728911,30083.050159118833,2025-10-11T20:59:49.743635,-10.286148861539925,-0.001027660607580002,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30083.050159118833,2025-10-11T19:59:49.769878,29968.875363603394,2025-10-11T20:59:50.780625,-7.589880344403224,-0.000759063957354935,Stop loss
BTCUSDT,PositionSide.LONG,0.2,29968.875363603394,2025-10-11T19:59:50.809018,30016.81677446686,2025-10-11T20:59:51.823333,3.1966650827374994,0.00031994134102002604,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30016.81677446686,2025-10-11T19:59:51.850223,29993.86570063256,2025-10-11T20:59:52.865170,-1.528389602336594,-0.00015292143738455518,Stop loss
BTCUSDT,PositionSide.LONG,0.2,29993.86570063256,2025-10-11T19:59:52.891693,30016.621762837654,2025-10-11T20:59:53.903472,1.516330778417123,0.00015173810826668577,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30016.621762837654,2025-10-11T19:59:53.929556,30065.132437999295,2025-10-11T20:59:54.944315,3.2305069597430185,0.00032322541520444825,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30065.132437999295,2025-10-11T19:59:54.970718,30011.8965079137,2025-10-11T20:59:55.985450,-3.540603152955179,-0.00035413733962673947,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30011.8965079137,2025-10-11T19:59:56.010751,30005.925552154044,2025-10-11T20:59:57.023557,-0.39767850097943547,-3.979059276099729e-05,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30005.925552154044,2025-10-11T19:59:57.049801,30050.90757271817,2025-10-11T20:59:58.064321,2.99637628431033,0.00029982091694483426,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30050.90757271817,2025-10-11T19:59:58.090678,30014.4859069885,2025-10-11T20:59:59.100271,-2.4232421871830616,-0.00024239977206370048,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30014.4859069885,2025-10-11T19:59:59.125913,29985.137397432074,2025-10-11T21:00:00.139996,-1.9545395636449865,-0.00019556230046633086,Stop loss
BTCUSDT,PositionSide.LONG,0.2,29985.137397432074,2025-10-11T20:00:00.166873,30053.382477616487,2025-10-11T21:00:01.181905,4.5485156084023775,0.0004551927128421822,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30053.382477616487,2025-10-11T20:00:01.208653,30036.027384596342,2025-10-11T21:00:02.222776,-1.154610796403625,-0.00011549510630340105,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30036.027384596342,2025-10-11T20:00:02.249443,30037.362171748915,2025-10-11T21:00:03.265891,0.08884262691403866,8.887907415196344e-06,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30037.362171748915,2025-10-11T20:00:03.292439,30032.04447573651,2025-10-11T21:00:04.307736,-0.3539300530157315,-3.540721040681274e-05,Stop loss
BTCUSDT,PositionSide.LONG,0.2,30032.04447573651,2025-10-11T20:00:04.335246,29966.05583597943,2025-10-11T21:00:05.349838,-4.392630020943538,-0.0004394548616921126,Stop loss
BTCUSDT,PositionSide.LONG,0.2,29966.05583597943,2025-10-11T20:00:05.375993,29916.39008078145,2025-10-11T21:00:06.386976,-3.311897688162037,-0.00033148009514384136,Stop loss
BTCUSDT,PositionSide.LONG,0.2,29916.39008078145,2025-10-11T20:00:06.399598,29957.684524419863,2025-10-11T21:00:07.412257,2.7573246341108733,0.00027606568524416407,Stop loss
BTCUSDT,PositionSide.LONG,0.2,29957.684524419863,2025-10-11T20:00:07.439371,29957.684524419863,2025-10-11T21:00:08.448087,0.0,0.0,Engine shutdown
